Date and time,kWh,temperature,Month,Weekday,Hour,Workday
2017-07-01 00:00:00,0.87,20,7.0,5.0,0.0,0.0
2017-07-01 01:00:00,0.65,19,7.0,5.0,1.0,0.0
2017-07-01 02:00:00,0.65,20,7.0,5.0,2.0,0.0
2017-07-01 03:00:00,0.66,20,7.0,5.0,3.0,0.0
2017-07-01 04:00:00,0.65,20,7.0,5.0,4.0,0.0
2017-07-01 05:00:00,0.64,20,7.0,5.0,5.0,0.0
2017-07-01 06:00:00,1.11,20,7.0,5.0,6.0,0.0
2017-07-01 07:00:00,0.57,20,7.0,5.0,7.0,0.0
2017-07-01 08:00:00,0.88,21,7.0,5.0,8.0,0.0
2017-07-01 09:00:00,0.72,22,7.0,5.0,9.0,0.0
2017-07-01 10:00:00,0.79,23,7.0,5.0,10.0,0.0
2017-07-01 11:00:00,0.87,22,7.0,5.0,11.0,0.0
2017-07-01 12:00:00,1.39,22,7.0,5.0,12.0,0.0
2017-07-01 13:00:00,0.87,22,7.0,5.0,13.0,0.0
2017-07-01 14:00:00,0.95,22,7.0,5.0,14.0,0.0
2017-07-01 15:00:00,3.89,23,7.0,5.0,15.0,0.0
2017-07-01 16:00:00,5.44,24,7.0,5.0,16.0,0.0
2017-07-01 17:00:00,2.33,23,7.0,5.0,17.0,0.0
2017-07-01 18:00:00,2.50,23,7.0,5.0,18.0,0.0
2017-07-01 19:00:00,2.16,23,7.0,5.0,19.0,0.0
2017-07-01 20:00:00,0.62,22,7.0,5.0,20.0,0.0
2017-07-01 21:00:00,0.88,22,7.0,5.0,21.0,0.0
2017-07-01 22:00:00,0.69,20,7.0,5.0,22.0,0.0
2017-07-01 23:00:00,0.99,20,7.0,5.0,23.0,0.0
2017-07-02 00:00:00,0.59,19,7.0,6.0,0.0,0.0
2017-07-02 01:00:00,0.53,19,7.0,6.0,1.0,0.0
2017-07-02 02:00:00,0.27,20,7.0,6.0,2.0,0.0
2017-07-02 03:00:00,0.24,19,7.0,6.0,3.0,0.0
2017-07-02 04:00:00,0.67,19,7.0,6.0,4.0,0.0
2017-07-02 05:00:00,0.30,18,7.0,6.0,5.0,0.0
2017-07-02 06:00:00,0.27,18,7.0,6.0,6.0,0.0
2017-07-02 07:00:00,0.25,18,7.0,6.0,7.0,0.0
2017-07-02 08:00:00,0.26,18,7.0,6.0,8.0,0.0
2017-07-02 09:00:00,0.23,19,7.0,6.0,9.0,0.0
2017-07-02 10:00:00,0.73,20,7.0,6.0,10.0,0.0
2017-07-02 11:00:00,0.25,20,7.0,6.0,11.0,0.0
2017-07-02 12:00:00,0.24,22,7.0,6.0,12.0,0.0
2017-07-02 13:00:00,0.44,23,7.0,6.0,13.0,0.0
2017-07-02 14:00:00,0.53,23,7.0,6.0,14.0,0.0
2017-07-02 15:00:00,1.98,23,7.0,6.0,15.0,0.0
2017-07-02 16:00:00,1.32,23,7.0,6.0,16.0,0.0
2017-07-02 17:00:00,1.34,23,7.0,6.0,17.0,0.0
2017-07-02 18:00:00,1.10,22,7.0,6.0,18.0,0.0
2017-07-02 19:00:00,0.89,21,7.0,6.0,19.0,0.0
2017-07-02 20:00:00,0.65,20,7.0,6.0,20.0,0.0
2017-07-02 21:00:00,0.64,19,7.0,6.0,21.0,0.0
2017-07-02 22:00:00,0.64,19,7.0,6.0,22.0,0.0
2017-07-02 23:00:00,1.09,20,7.0,6.0,23.0,0.0
2017-07-03 00:00:00,0.63,19,7.0,0.0,0.0,1.0
2017-07-03 01:00:00,0.63,18,7.0,0.0,1.0,1.0
2017-07-03 02:00:00,0.65,18,7.0,0.0,2.0,1.0
2017-07-03 03:00:00,0.63,17,7.0,0.0,3.0,1.0
2017-07-03 04:00:00,0.63,16,7.0,0.0,4.0,1.0
2017-07-03 05:00:00,0.98,16,7.0,0.0,5.0,1.0
2017-07-03 06:00:00,0.64,17,7.0,0.0,6.0,1.0
2017-07-03 07:00:00,0.64,17,7.0,0.0,7.0,1.0
2017-07-03 08:00:00,0.62,18,7.0,0.0,8.0,1.0
2017-07-03 09:00:00,0.61,20,7.0,0.0,9.0,1.0
2017-07-03 10:00:00,1.10,21,7.0,0.0,10.0,1.0
2017-07-03 11:00:00,0.80,22,7.0,0.0,11.0,1.0
2017-07-03 12:00:00,0.88,24,7.0,0.0,12.0,1.0
2017-07-03 13:00:00,1.36,24,7.0,0.0,13.0,1.0
2017-07-03 14:00:00,2.13,24,7.0,0.0,14.0,1.0
2017-07-03 15:00:00,4.59,25,7.0,0.0,15.0,1.0
2017-07-03 16:00:00,3.96,25,7.0,0.0,16.0,1.0
2017-07-03 17:00:00,2.68,25,7.0,0.0,17.0,1.0
2017-07-03 18:00:00,0.24,23,7.0,0.0,18.0,1.0
2017-07-03 19:00:00,0.73,23,7.0,0.0,19.0,1.0
2017-07-03 20:00:00,0.22,22,7.0,0.0,20.0,1.0
2017-07-03 21:00:00,0.21,22,7.0,0.0,21.0,1.0
2017-07-03 22:00:00,0.23,20,7.0,0.0,22.0,1.0
2017-07-03 23:00:00,0.24,18,7.0,0.0,23.0,1.0
2017-07-04 00:00:00,0.25,17,7.0,1.0,0.0,1.0
2017-07-04 01:00:00,0.76,16,7.0,1.0,1.0,1.0
2017-07-04 02:00:00,0.25,16,7.0,1.0,2.0,1.0
2017-07-04 03:00:00,0.24,14,7.0,1.0,3.0,1.0
2017-07-04 04:00:00,0.24,15,7.0,1.0,4.0,1.0
2017-07-04 05:00:00,0.25,15,7.0,1.0,5.0,1.0
2017-07-04 06:00:00,0.24,17,7.0,1.0,6.0,1.0
2017-07-04 07:00:00,0.80,19,7.0,1.0,7.0,1.0
2017-07-04 08:00:00,0.57,21,7.0,1.0,8.0,1.0
2017-07-04 09:00:00,0.51,22,7.0,1.0,9.0,1.0
2017-07-04 10:00:00,0.51,23,7.0,1.0,10.0,1.0
2017-07-04 11:00:00,1.00,23,7.0,1.0,11.0,1.0
2017-07-04 12:00:00,0.51,23,7.0,1.0,12.0,1.0
2017-07-04 13:00:00,0.53,25,7.0,1.0,13.0,1.0
2017-07-04 14:00:00,0.78,26,7.0,1.0,14.0,1.0
2017-07-04 15:00:00,0.79,25,7.0,1.0,15.0,1.0
2017-07-04 16:00:00,0.50,26,7.0,1.0,16.0,1.0
2017-07-04 17:00:00,1.27,26,7.0,1.0,17.0,1.0
2017-07-04 18:00:00,0.93,24,7.0,1.0,18.0,1.0
2017-07-04 19:00:00,1.03,24,7.0,1.0,19.0,1.0
2017-07-04 20:00:00,0.51,22,7.0,1.0,20.0,1.0
2017-07-04 21:00:00,0.52,21,7.0,1.0,21.0,1.0
2017-07-04 22:00:00,1.05,20,7.0,1.0,22.0,1.0
2017-07-04 23:00:00,0.52,19,7.0,1.0,23.0,1.0
2017-07-05 00:00:00,0.53,19,7.0,2.0,0.0,1.0
2017-07-05 01:00:00,0.52,17,7.0,2.0,1.0,1.0
2017-07-05 02:00:00,0.53,15,7.0,2.0,2.0,1.0
2017-07-05 03:00:00,0.53,15,7.0,2.0,3.0,1.0
2017-07-05 04:00:00,1.03,14,7.0,2.0,4.0,1.0
2017-07-05 05:00:00,0.53,14,7.0,2.0,5.0,1.0
2017-07-05 06:00:00,0.53,18,7.0,2.0,6.0,1.0
2017-07-05 07:00:00,0.50,20,7.0,2.0,7.0,1.0
2017-07-05 08:00:00,0.53,22,7.0,2.0,8.0,1.0
2017-07-05 09:00:00,0.52,23,7.0,2.0,9.0,1.0
2017-07-05 10:00:00,1.33,24,7.0,2.0,10.0,1.0
2017-07-05 11:00:00,0.78,26,7.0,2.0,11.0,1.0
2017-07-05 12:00:00,0.94,27,7.0,2.0,12.0,1.0
2017-07-05 13:00:00,1.29,27,7.0,2.0,13.0,1.0
2017-07-05 14:00:00,1.08,27,7.0,2.0,14.0,1.0
2017-07-05 15:00:00,1.43,27,7.0,2.0,15.0,1.0
2017-07-05 16:00:00,1.69,27,7.0,2.0,16.0,1.0
2017-07-05 17:00:00,1.54,27,7.0,2.0,17.0,1.0
2017-07-05 18:00:00,2.00,27,7.0,2.0,18.0,1.0
2017-07-05 19:00:00,1.87,26,7.0,2.0,19.0,1.0
2017-07-05 20:00:00,1.79,23,7.0,2.0,20.0,1.0
2017-07-05 21:00:00,0.51,23,7.0,2.0,21.0,1.0
2017-07-05 22:00:00,0.94,21,7.0,2.0,22.0,1.0
2017-07-05 23:00:00,0.52,20,7.0,2.0,23.0,1.0
2017-07-06 00:00:00,0.53,18,7.0,3.0,0.0,1.0
2017-07-06 01:00:00,0.53,19,7.0,3.0,1.0,1.0
2017-07-06 02:00:00,0.53,19,7.0,3.0,2.0,1.0
2017-07-06 03:00:00,0.94,19,7.0,3.0,3.0,1.0
2017-07-06 04:00:00,0.54,19,7.0,3.0,4.0,1.0
2017-07-06 05:00:00,0.51,19,7.0,3.0,5.0,1.0
2017-07-06 06:00:00,0.53,21,7.0,3.0,6.0,1.0
2017-07-06 07:00:00,0.52,22,7.0,3.0,7.0,1.0
2017-07-06 08:00:00,2.66,24,7.0,3.0,8.0,1.0
2017-07-06 09:00:00,4.18,25,7.0,3.0,9.0,1.0
2017-07-06 10:00:00,4.15,27,7.0,3.0,10.0,1.0
2017-07-06 11:00:00,4.71,27,7.0,3.0,11.0,1.0
2017-07-06 12:00:00,4.37,26,7.0,3.0,12.0,1.0
2017-07-06 13:00:00,4.85,28,7.0,3.0,13.0,1.0
2017-07-06 14:00:00,4.47,27,7.0,3.0,14.0,1.0
2017-07-06 15:00:00,3.23,27,7.0,3.0,15.0,1.0
2017-07-06 16:00:00,1.92,27,7.0,3.0,16.0,1.0
2017-07-06 17:00:00,1.66,28,7.0,3.0,17.0,1.0
2017-07-06 18:00:00,0.92,27,7.0,3.0,18.0,1.0
2017-07-06 19:00:00,0.85,26,7.0,3.0,19.0,1.0
2017-07-06 20:00:00,0.82,25,7.0,3.0,20.0,1.0
2017-07-06 21:00:00,0.54,24,7.0,3.0,21.0,1.0
2017-07-06 22:00:00,0.56,24,7.0,3.0,22.0,1.0
2017-07-06 23:00:00,0.55,23,7.0,3.0,23.0,1.0
2017-07-07 00:00:00,0.55,22,7.0,4.0,0.0,1.0
2017-07-07 01:00:00,0.95,21,7.0,4.0,1.0,1.0
2017-07-07 02:00:00,0.54,21,7.0,4.0,2.0,1.0
2017-07-07 03:00:00,0.56,21,7.0,4.0,3.0,1.0
2017-07-07 04:00:00,0.53,20,7.0,4.0,4.0,1.0
2017-07-07 05:00:00,0.56,21,7.0,4.0,5.0,1.0
2017-07-07 06:00:00,0.54,20,7.0,4.0,6.0,1.0
2017-07-07 07:00:00,0.98,21,7.0,4.0,7.0,1.0
2017-07-07 08:00:00,0.53,22,7.0,4.0,8.0,1.0
2017-07-07 09:00:00,0.54,24,7.0,4.0,9.0,1.0
2017-07-07 10:00:00,1.10,26,7.0,4.0,10.0,1.0
2017-07-07 11:00:00,0.63,25,7.0,4.0,11.0,1.0
2017-07-07 12:00:00,0.98,25,7.0,4.0,12.0,1.0
2017-07-07 13:00:00,0.58,27,7.0,4.0,13.0,1.0
2017-07-07 14:00:00,0.53,26,7.0,4.0,14.0,1.0
2017-07-07 15:00:00,1.09,26,7.0,4.0,15.0,1.0
2017-07-07 16:00:00,0.59,26,7.0,4.0,16.0,1.0
2017-07-07 17:00:00,0.59,25,7.0,4.0,17.0,1.0
2017-07-07 18:00:00,0.59,25,7.0,4.0,18.0,1.0
2017-07-07 19:00:00,0.90,23,7.0,4.0,19.0,1.0
2017-07-07 20:00:00,2.30,21,7.0,4.0,20.0,1.0
2017-07-07 21:00:00,1.67,20,7.0,4.0,21.0,1.0
2017-07-07 22:00:00,1.09,20,7.0,4.0,22.0,1.0
2017-07-07 23:00:00,0.51,20,7.0,4.0,23.0,1.0
2017-07-08 00:00:00,0.96,21,7.0,5.0,0.0,0.0
2017-07-08 01:00:00,0.54,19,7.0,5.0,1.0,0.0
2017-07-08 02:00:00,0.51,19,7.0,5.0,2.0,0.0
2017-07-08 03:00:00,0.53,19,7.0,5.0,3.0,0.0
2017-07-08 04:00:00,0.54,20,7.0,5.0,4.0,0.0
2017-07-08 05:00:00,0.51,18,7.0,5.0,5.0,0.0
2017-07-08 06:00:00,0.97,18,7.0,5.0,6.0,0.0
2017-07-08 07:00:00,0.54,17,7.0,5.0,7.0,0.0
2017-07-08 08:00:00,0.52,18,7.0,5.0,8.0,0.0
2017-07-08 09:00:00,1.23,19,7.0,5.0,9.0,0.0
2017-07-08 10:00:00,1.33,20,7.0,5.0,10.0,0.0
2017-07-08 11:00:00,1.37,21,7.0,5.0,11.0,0.0
2017-07-08 12:00:00,1.87,22,7.0,5.0,12.0,0.0
2017-07-08 13:00:00,1.37,22,7.0,5.0,13.0,0.0
2017-07-08 14:00:00,1.92,19,7.0,5.0,14.0,0.0
2017-07-08 15:00:00,1.50,22,7.0,5.0,15.0,0.0
2017-07-08 16:00:00,1.14,23,7.0,5.0,16.0,0.0
2017-07-08 17:00:00,1.23,23,7.0,5.0,17.0,0.0
2017-07-08 18:00:00,2.04,23,7.0,5.0,18.0,0.0
2017-07-08 19:00:00,0.95,21,7.0,5.0,19.0,0.0
2017-07-08 20:00:00,0.61,20,7.0,5.0,20.0,0.0
2017-07-08 21:00:00,0.63,20,7.0,5.0,21.0,0.0
2017-07-08 22:00:00,1.55,19,7.0,5.0,22.0,0.0
2017-07-08 23:00:00,2.21,18,7.0,5.0,23.0,0.0
2017-07-09 00:00:00,2.63,17,7.0,6.0,0.0,0.0
2017-07-09 01:00:00,2.42,16,7.0,6.0,1.0,0.0
2017-07-09 02:00:00,2.44,16,7.0,6.0,2.0,0.0
2017-07-09 03:00:00,2.09,16,7.0,6.0,3.0,0.0
2017-07-09 04:00:00,0.86,15,7.0,6.0,4.0,0.0
2017-07-09 05:00:00,1.27,16,7.0,6.0,5.0,0.0
2017-07-09 06:00:00,0.72,17,7.0,6.0,6.0,0.0
2017-07-09 07:00:00,0.74,17,7.0,6.0,7.0,0.0
2017-07-09 08:00:00,0.67,18,7.0,6.0,8.0,0.0
2017-07-09 09:00:00,1.05,20,7.0,6.0,9.0,0.0
2017-07-09 10:00:00,1.38,21,7.0,6.0,10.0,0.0
2017-07-09 11:00:00,2.66,22,7.0,6.0,11.0,0.0
2017-07-09 12:00:00,1.72,23,7.0,6.0,12.0,0.0
2017-07-09 13:00:00,2.18,24,7.0,6.0,13.0,0.0
2017-07-09 14:00:00,1.69,24,7.0,6.0,14.0,0.0
2017-07-09 15:00:00,1.76,24,7.0,6.0,15.0,0.0
2017-07-09 16:00:00,2.50,24,7.0,6.0,16.0,0.0
2017-07-09 17:00:00,2.36,23,7.0,6.0,17.0,0.0
2017-07-09 18:00:00,2.36,22,7.0,6.0,18.0,0.0
2017-07-09 19:00:00,2.05,21,7.0,6.0,19.0,0.0
2017-07-09 20:00:00,5.64,20,7.0,6.0,20.0,0.0
2017-07-09 21:00:00,3.72,20,7.0,6.0,21.0,0.0
2017-07-09 22:00:00,3.77,18,7.0,6.0,22.0,0.0
2017-07-09 23:00:00,1.38,17,7.0,6.0,23.0,0.0
2017-07-10 00:00:00,1.54,18,7.0,0.0,0.0,1.0
2017-07-10 01:00:00,1.18,17,7.0,0.0,1.0,1.0
2017-07-10 02:00:00,0.87,19,7.0,0.0,2.0,1.0
2017-07-10 03:00:00,0.91,19,7.0,0.0,3.0,1.0
2017-07-10 04:00:00,0.85,18,7.0,0.0,4.0,1.0
2017-07-10 05:00:00,1.25,18,7.0,0.0,5.0,1.0
2017-07-10 06:00:00,0.95,18,7.0,0.0,6.0,1.0
2017-07-10 07:00:00,1.77,18,7.0,0.0,7.0,1.0
2017-07-10 08:00:00,4.91,19,7.0,0.0,8.0,1.0
2017-07-10 09:00:00,5.61,21,7.0,0.0,9.0,1.0
2017-07-10 10:00:00,4.59,21,7.0,0.0,10.0,1.0
2017-07-10 11:00:00,4.08,23,7.0,0.0,11.0,1.0
2017-07-10 12:00:00,4.16,24,7.0,0.0,12.0,1.0
2017-07-10 13:00:00,4.35,24,7.0,0.0,13.0,1.0
2017-07-10 14:00:00,3.51,24,7.0,0.0,14.0,1.0
2017-07-10 15:00:00,1.23,22,7.0,0.0,15.0,1.0
2017-07-10 16:00:00,1.75,23,7.0,0.0,16.0,1.0
2017-07-10 17:00:00,2.52,24,7.0,0.0,17.0,1.0
2017-07-10 18:00:00,2.64,24,7.0,0.0,18.0,1.0
2017-07-10 19:00:00,3.20,23,7.0,0.0,19.0,1.0
2017-07-10 20:00:00,2.97,22,7.0,0.0,20.0,1.0
2017-07-10 21:00:00,2.00,22,7.0,0.0,21.0,1.0
2017-07-10 22:00:00,2.86,21,7.0,0.0,22.0,1.0
2017-07-10 23:00:00,3.16,21,7.0,0.0,23.0,1.0
2017-07-11 00:00:00,4.57,20,7.0,1.0,0.0,1.0
2017-07-11 01:00:00,1.50,20,7.0,1.0,1.0,1.0
2017-07-11 02:00:00,1.81,20,7.0,1.0,2.0,1.0
2017-07-11 03:00:00,1.03,19,7.0,1.0,3.0,1.0
2017-07-11 04:00:00,1.43,19,7.0,1.0,4.0,1.0
2017-07-11 05:00:00,1.00,19,7.0,1.0,5.0,1.0
2017-07-11 06:00:00,0.97,20,7.0,1.0,6.0,1.0
2017-07-11 07:00:00,0.96,21,7.0,1.0,7.0,1.0
2017-07-11 08:00:00,1.40,21,7.0,1.0,8.0,1.0
2017-07-11 09:00:00,3.00,22,7.0,1.0,9.0,1.0
2017-07-11 10:00:00,1.64,23,7.0,1.0,10.0,1.0
2017-07-11 11:00:00,2.25,24,7.0,1.0,11.0,1.0
2017-07-11 12:00:00,1.62,26,7.0,1.0,12.0,1.0
2017-07-11 13:00:00,0.81,26,7.0,1.0,13.0,1.0
2017-07-11 14:00:00,1.21,26,7.0,1.0,14.0,1.0
2017-07-11 15:00:00,0.83,27,7.0,1.0,15.0,1.0
2017-07-11 16:00:00,0.81,26,7.0,1.0,16.0,1.0
2017-07-11 17:00:00,1.87,26,7.0,1.0,17.0,1.0
2017-07-11 18:00:00,2.94,24,7.0,1.0,18.0,1.0
2017-07-11 19:00:00,3.40,23,7.0,1.0,19.0,1.0
2017-07-11 20:00:00,2.48,24,7.0,1.0,20.0,1.0
2017-07-11 21:00:00,3.51,23,7.0,1.0,21.0,1.0
2017-07-11 22:00:00,3.33,22,7.0,1.0,22.0,1.0
2017-07-11 23:00:00,5.43,22,7.0,1.0,23.0,1.0
2017-07-12 00:00:00,2.22,20,7.0,2.0,0.0,1.0
2017-07-12 01:00:00,2.23,19,7.0,2.0,1.0,1.0
2017-07-12 02:00:00,1.88,20,7.0,2.0,2.0,1.0
2017-07-12 03:00:00,1.14,17,7.0,2.0,3.0,1.0
2017-07-12 04:00:00,1.51,18,7.0,2.0,4.0,1.0
2017-07-12 05:00:00,1.08,18,7.0,2.0,5.0,1.0
2017-07-12 06:00:00,1.92,19,7.0,2.0,6.0,1.0
2017-07-12 07:00:00,2.01,19,7.0,2.0,7.0,1.0
2017-07-12 08:00:00,2.60,19,7.0,2.0,8.0,1.0
2017-07-12 09:00:00,1.54,18,7.0,2.0,9.0,1.0
2017-07-12 10:00:00,3.01,19,7.0,2.0,10.0,1.0
2017-07-12 11:00:00,1.29,18,7.0,2.0,11.0,1.0
2017-07-12 12:00:00,1.28,19,7.0,2.0,12.0,1.0
2017-07-12 13:00:00,2.81,17,7.0,2.0,13.0,1.0
2017-07-12 14:00:00,1.49,18,7.0,2.0,14.0,1.0
2017-07-12 15:00:00,2.41,19,7.0,2.0,15.0,1.0
2017-07-12 16:00:00,2.62,20,7.0,2.0,16.0,1.0
2017-07-12 17:00:00,2.00,19,7.0,2.0,17.0,1.0
2017-07-12 18:00:00,1.60,19,7.0,2.0,18.0,1.0
2017-07-12 19:00:00,3.01,19,7.0,2.0,19.0,1.0
2017-07-12 20:00:00,1.94,18,7.0,2.0,20.0,1.0
2017-07-12 21:00:00,5.75,18,7.0,2.0,21.0,1.0
2017-07-12 22:00:00,2.18,17,7.0,2.0,22.0,1.0
2017-07-12 23:00:00,6.59,16,7.0,2.0,23.0,1.0
2017-07-13 00:00:00,2.05,15,7.0,3.0,0.0,1.0
2017-07-13 01:00:00,1.86,15,7.0,3.0,1.0,1.0
2017-07-13 02:00:00,1.42,14,7.0,3.0,2.0,1.0
2017-07-13 03:00:00,1.52,15,7.0,3.0,3.0,1.0
2017-07-13 04:00:00,1.01,15,7.0,3.0,4.0,1.0
2017-07-13 05:00:00,1.05,14,7.0,3.0,5.0,1.0
2017-07-13 06:00:00,3.39,14,7.0,3.0,6.0,1.0
2017-07-13 07:00:00,4.08,15,7.0,3.0,7.0,1.0
2017-07-13 08:00:00,4.30,15,7.0,3.0,8.0,1.0
2017-07-13 09:00:00,5.01,17,7.0,3.0,9.0,1.0
2017-07-13 10:00:00,2.27,18,7.0,3.0,10.0,1.0
2017-07-13 11:00:00,3.84,19,7.0,3.0,11.0,1.0
2017-07-13 12:00:00,3.14,21,7.0,3.0,12.0,1.0
2017-07-13 13:00:00,1.43,22,7.0,3.0,13.0,1.0
2017-07-13 14:00:00,3.13,23,7.0,3.0,14.0,1.0
2017-07-13 15:00:00,2.15,23,7.0,3.0,15.0,1.0
2017-07-13 16:00:00,1.37,23,7.0,3.0,16.0,1.0
2017-07-13 17:00:00,0.93,23,7.0,3.0,17.0,1.0
2017-07-13 18:00:00,1.25,22,7.0,3.0,18.0,1.0
2017-07-13 19:00:00,0.95,21,7.0,3.0,19.0,1.0
2017-07-13 20:00:00,1.57,19,7.0,3.0,20.0,1.0
2017-07-13 21:00:00,2.91,19,7.0,3.0,21.0,1.0
2017-07-13 22:00:00,1.90,18,7.0,3.0,22.0,1.0
2017-07-13 23:00:00,6.09,18,7.0,3.0,23.0,1.0
2017-07-14 00:00:00,2.86,17,7.0,4.0,0.0,1.0
2017-07-14 01:00:00,1.75,16,7.0,4.0,1.0,1.0
2017-07-14 02:00:00,2.21,16,7.0,4.0,2.0,1.0
2017-07-14 03:00:00,1.31,16,7.0,4.0,3.0,1.0
2017-07-14 04:00:00,1.00,14,7.0,4.0,4.0,1.0
2017-07-14 05:00:00,1.01,15,7.0,4.0,5.0,1.0
2017-07-14 06:00:00,0.95,17,7.0,4.0,6.0,1.0
2017-07-14 07:00:00,1.50,18,7.0,4.0,7.0,1.0
2017-07-14 08:00:00,2.44,20,7.0,4.0,8.0,1.0
2017-07-14 09:00:00,1.26,21,7.0,4.0,9.0,1.0
2017-07-14 10:00:00,2.26,20,7.0,4.0,10.0,1.0
2017-07-14 11:00:00,1.41,21,7.0,4.0,11.0,1.0
2017-07-14 12:00:00,1.02,20,7.0,4.0,12.0,1.0
2017-07-14 13:00:00,1.14,19,7.0,4.0,13.0,1.0
2017-07-14 14:00:00,1.74,18,7.0,4.0,14.0,1.0
2017-07-14 15:00:00,1.94,19,7.0,4.0,15.0,1.0
2017-07-14 16:00:00,1.69,18,7.0,4.0,16.0,1.0
2017-07-14 17:00:00,1.19,18,7.0,4.0,17.0,1.0
2017-07-14 18:00:00,2.31,18,7.0,4.0,18.0,1.0
2017-07-14 19:00:00,1.34,18,7.0,4.0,19.0,1.0
2017-07-14 20:00:00,0.94,18,7.0,4.0,20.0,1.0
2017-07-14 21:00:00,1.23,18,7.0,4.0,21.0,1.0
2017-07-14 22:00:00,4.32,18,7.0,4.0,22.0,1.0
2017-07-14 23:00:00,1.27,18,7.0,4.0,23.0,1.0
2017-07-15 00:00:00,1.58,18,7.0,5.0,0.0,0.0
2017-07-15 01:00:00,1.64,18,7.0,5.0,1.0,0.0
2017-07-15 02:00:00,1.74,18,7.0,5.0,2.0,0.0
2017-07-15 03:00:00,1.20,18,7.0,5.0,3.0,0.0
2017-07-15 04:00:00,1.58,17,7.0,5.0,4.0,0.0
2017-07-15 05:00:00,1.18,18,7.0,5.0,5.0,0.0
2017-07-15 06:00:00,1.10,18,7.0,5.0,6.0,0.0
2017-07-15 07:00:00,2.75,18,7.0,5.0,7.0,0.0
2017-07-15 08:00:00,2.29,19,7.0,5.0,8.0,0.0
2017-07-15 09:00:00,2.02,19,7.0,5.0,9.0,0.0
2017-07-15 10:00:00,2.16,20,7.0,5.0,10.0,0.0
2017-07-15 11:00:00,1.63,23,7.0,5.0,11.0,0.0
2017-07-15 12:00:00,3.13,24,7.0,5.0,12.0,0.0
2017-07-15 13:00:00,2.99,25,7.0,5.0,13.0,0.0
2017-07-15 14:00:00,3.04,26,7.0,5.0,14.0,0.0
2017-07-15 15:00:00,2.71,26,7.0,5.0,15.0,0.0
2017-07-15 16:00:00,3.46,26,7.0,5.0,16.0,0.0
2017-07-15 17:00:00,4.10,26,7.0,5.0,17.0,0.0
2017-07-15 18:00:00,3.33,25,7.0,5.0,18.0,0.0
2017-07-15 19:00:00,2.63,25,7.0,5.0,19.0,0.0
2017-07-15 20:00:00,2.24,24,7.0,5.0,20.0,0.0
2017-07-15 21:00:00,2.71,23,7.0,5.0,21.0,0.0
2017-07-15 22:00:00,4.11,22,7.0,5.0,22.0,0.0
2017-07-15 23:00:00,3.50,22,7.0,5.0,23.0,0.0
2017-07-16 00:00:00,1.69,21,7.0,6.0,0.0,0.0
2017-07-16 01:00:00,1.58,20,7.0,6.0,1.0,0.0
2017-07-16 02:00:00,1.92,20,7.0,6.0,2.0,0.0
2017-07-16 03:00:00,1.61,20,7.0,6.0,3.0,0.0
2017-07-16 04:00:00,1.38,20,7.0,6.0,4.0,0.0
2017-07-16 05:00:00,1.38,20,7.0,6.0,5.0,0.0
2017-07-16 06:00:00,2.51,20,7.0,6.0,6.0,0.0
2017-07-16 07:00:00,3.34,21,7.0,6.0,7.0,0.0
2017-07-16 08:00:00,1.25,22,7.0,6.0,8.0,0.0
2017-07-16 09:00:00,1.05,23,7.0,6.0,9.0,0.0
2017-07-16 10:00:00,1.40,24,7.0,6.0,10.0,0.0
2017-07-16 11:00:00,1.03,25,7.0,6.0,11.0,0.0
2017-07-16 12:00:00,2.38,26,7.0,6.0,12.0,0.0
2017-07-16 13:00:00,1.35,26,7.0,6.0,13.0,0.0
2017-07-16 14:00:00,1.88,26,7.0,6.0,14.0,0.0
2017-07-16 15:00:00,1.66,26,7.0,6.0,15.0,0.0
2017-07-16 16:00:00,1.59,27,7.0,6.0,16.0,0.0
2017-07-16 17:00:00,4.96,26,7.0,6.0,17.0,0.0
2017-07-16 18:00:00,2.21,25,7.0,6.0,18.0,0.0
2017-07-16 19:00:00,2.44,25,7.0,6.0,19.0,0.0
2017-07-16 20:00:00,2.87,23,7.0,6.0,20.0,0.0
2017-07-16 21:00:00,2.86,21,7.0,6.0,21.0,0.0
2017-07-16 22:00:00,1.69,21,7.0,6.0,22.0,0.0
2017-07-16 23:00:00,1.52,21,7.0,6.0,23.0,0.0
2017-07-17 00:00:00,1.96,20,7.0,0.0,0.0,1.0
2017-07-17 01:00:00,1.60,20,7.0,0.0,1.0,1.0
2017-07-17 02:00:00,2.01,20,7.0,0.0,2.0,1.0
2017-07-17 03:00:00,1.17,19,7.0,0.0,3.0,1.0
2017-07-17 04:00:00,1.11,19,7.0,0.0,4.0,1.0
2017-07-17 05:00:00,1.48,19,7.0,0.0,5.0,1.0
2017-07-17 06:00:00,1.11,21,7.0,0.0,6.0,1.0
2017-07-17 07:00:00,2.56,21,7.0,0.0,7.0,1.0
2017-07-17 08:00:00,1.14,21,7.0,0.0,8.0,1.0
2017-07-17 09:00:00,2.46,22,7.0,0.0,9.0,1.0
2017-07-17 10:00:00,2.16,21,7.0,0.0,10.0,1.0
2017-07-17 11:00:00,1.95,22,7.0,0.0,11.0,1.0
2017-07-17 12:00:00,2.28,23,7.0,0.0,12.0,1.0
2017-07-17 13:00:00,2.74,24,7.0,0.0,13.0,1.0
2017-07-17 14:00:00,1.46,25,7.0,0.0,14.0,1.0
